user_id,song_id,listen_cnt,song_name,artist_id,artist_name,album_id,album_name,genre_id,genre_name,domestic_yn,reg_date
67482791,120400381,16,Melukis Senja,10011729,Budi Doremi,11626632,Melukis Senja,100010,Pop,Y,2021-04-12 07:06:33.391328
67482791,122371321,11,Mesin Waktu,11344503,Mawar de Jongh,13332432,Mesin Waktu (Single),100010,Pop,Y,2021-04-13 20:48:35.335113
67482791,120386721,14,Nyawa dan Harapan,10545358,Raisa,11607232,Handmade,100010,Pop,Y,2021-04-13 02:34:29.473103
67482791,123182568,13,Tiba - Tiba,11445163,Andmesh Kamaleng,13866864,Tiba - Tiba,100010,Pop,Y,2021-04-13 21:03:34.595651
67484552,122848168,18,Abatasa,10002528,Wali,13655504,Special Religi Wali Cari Berkah,400010,Muslim,N,2021-04-15 12:29:06.481701
67484552,116653284,25,Aku Sayang Ibu,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 18:40:54.927356
67484552,116653285,30,Cinta Bukan Harta,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 02:26:01.818484
67484552,116653286,26,Friend Zone,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 18:49:01.289695
67484552,116653287,25,Gundah Gulana,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 18:53:20.133240
67484552,119401809,20,Jangan Marah Marah,10002293,ST12,11416625,Jangan Marah Marah (Single),100010,Pop,Y,2021-04-13 02:26:02.405546
67484552,119907411,17,Kepingan Hati,10002293,ST12,11496192,Kepingan Hati (Single),100010,Pop,Y,2021-04-13 02:26:03.445126
67484552,116653288,24,Kereta Asmara,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 04:38:01.944982
67484552,116653289,20,La..La..La..,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 04:41:33.178768
67484552,116653290,17,Pengamen Borju,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 04:45:32.022954
67484552,116653291,17,Pergi Saja,10002293,ST12,10946535,Hijrah,100010,Pop,Y,2021-04-13 04:49:54.414250
67484552,122848158,15,Status Hamba,10002528,Wali,13655504,Special Religi Wali Cari Berkah,400010,Muslim,N,2021-04-15 12:29:06.265012
67489194,120091524,13,Cinta Luar Biasa,11445163,Andmesh Kamaleng,11533226,Cinta Luar Biasa,100010,Pop,Y,2021-04-13 22:57:19.163751
67489194,120091523,14,Hanya Rindu,11445163,Andmesh Kamaleng,11533226,Cinta Luar Biasa,100010,Pop,Y,2021-04-13 23:15:36.387144
67489194,120091525,11,Jangan Rubah Takdirku,11445163,Andmesh Kamaleng,11533226,Cinta Luar Biasa,100010,Pop,Y,2021-04-13 23:39:26.127356
67489194,120091521,11,Kumau Dia,11445163,Andmesh Kamaleng,11533226,Cinta Luar Biasa,100010,Pop,Y,2021-04-13 23:35:29.950583
